CustomerID,propensity_whole_life_cluster0,propensity_term_life_cluster1
CUST00000,0.9991378442843305,0.001210815687209068
CUST00001,0.999993261875948,
CUST00002,0.9983237290073983,0.9999988904140167
CUST00003,0.9999916198767019,1.1744281434053987e-06
CUST00004,0.9998647252610162,3.390492840474348e-05
CUST00005,0.9880299468077137,1.6493608636676622e-08
CUST00006,0.9994792772444563,
CUST00008,0.9999388877507069,0.03883187045215536
CUST00009,0.9999900438584614,0.9999999730152783
CUST00010,,0.00011896654427903157
CUST00011,0.9999971477128503,
CUST00012,,5.364120718170772e-10
CUST00013,0.9999691396769433,
CUST00014,0.9979766897546738,0.00781210096191383
CUST00015,0.999931531852707,0.9999999907330938
CUST00016,0.9999919272339937,0.9996379202194823
CUST00017,0.9956770428843409,1.8980200930640406e-10
CUST00018,0.9999880835405808,0.9998963642348522
CUST00019,0.9999355473318856,0.99999984963475
CUST00020,0.9988393336129647,0.005109994647335549
CUST00021,,9.923823629548638e-05
CUST00022,0.9940177493739955,0.0016828552764864598
CUST00023,0.9999762799814451,
CUST00024,0.9999977158821165,0.9999999969970392
CUST00025,0.9999937719903642,0.9997030859764584
CUST00026,,4.295039984131931e-12
CUST00027,,0.9999999544452066
CUST00028,0.9999140853760728,0.9999987940805563
CUST00029,0.9995007939004508,0.955866531513939
CUST00030,0.9999832731541444,5.928326777799834e-05
CUST00031,0.9999280304513339,0.9990736943065566
CUST00032,0.9996857362291924,0.0002302412717559246
CUST00033,0.9997737148020756,9.357698534801974e-08
CUST00034,0.9999261907011607,
CUST00035,0.9999716658335236,
CUST00036,0.9998578410332613,0.8369734182818582
CUST00037,0.010328159685357495,1.3791014269042302e-07
CUST00038,0.9998883214785974,0.023053002909697643
CUST00039,,6.207535711702773e-09
CUST00040,0.993699614883598,7.703126492125232e-08
CUST00041,0.9999958879556391,
CUST00042,0.9988587499078415,
CUST00043,0.9999813698287191,0.9999999963945998
CUST00044,0.9999955417631915,0.9811385605395642
CUST00045,0.9998829452975805,0.9814520529456072
CUST00046,0.9999654803982775,0.9999999679642176
CUST00047,0.004738863557228947,1.8038496364978077e-10
CUST00048,0.979647133481677,1.1378852915767645e-06
CUST00049,0.9996651636321914,0.999020748892588
CUST00050,0.9998129456492924,0.0028823055292379607
CUST00051,,1.5660304442470164e-06
CUST00052,0.9999768863518237,
CUST00053,0.9999728873768826,0.1123158918655333
CUST00054,0.9998128555627036,1.5847895114880236e-07
CUST00055,0.9999952849582108,0.9999999986087373
CUST00056,0.9999938791845794,0.9999999992982116
CUST00057,0.999086277701317,0.9999995129745853
CUST00058,,1.0532340236452083e-05
CUST00059,0.999954845528502,0.9944744119536036
CUST00060,0.9999851106210795,0.9999999881218912
CUST00061,0.9999972929404315,0.9970949243993912
CUST00062,0.9788641115048564,4.4736910740203005e-10
CUST00063,0.9999300504958687,
CUST00064,0.9999156288520351,0.0041691792564560945
CUST00065,0.9999933392648018,
CUST00066,0.9978028808705721,
CUST00067,0.9999544130496448,0.0006395197926075809
CUST00068,0.9999600664467008,0.16290009557387405
CUST00069,0.7233899691712737,1.573847511733585e-14
CUST00070,0.9998938317929306,0.0015441181179127964
CUST00071,0.9999660546599446,0.0009830185164986943
CUST00072,0.9999759963264974,0.9999999935532373
CUST00073,0.03984075460446175,2.3805948043057254e-08
CUST00074,,0.999767009095886
CUST00075,,0.9990360154563618
CUST00076,0.732970457094157,7.614391599343806e-08
CUST00077,0.9975647736248268,
CUST00078,0.9999639156478958,2.7944858109163116e-08
CUST00079,0.9999725316344542,0.046039067598236665
CUST00080,0.9155082010516256,2.4241639388223457e-11
CUST00081,0.9872322623786174,1.1421751065249903e-05
CUST00082,0.999941967997586,0.029783183107349596
CUST00083,0.9999639020337813,0.0025764755199799805
CUST00084,0.9996784692083178,0.004993520725892193
CUST00085,0.9999825062808035,
CUST00086,0.9985457156120959,3.9250499333338655e-09
CUST00087,0.9999907569112372,0.9999583349370181
CUST00088,0.9999891004716375,
CUST00089,0.9999683567872815,0.9988910136326221
CUST00090,,0.9961088543938307
CUST00091,0.9999705674701392,0.008150821047963766
CUST00092,0.9999952047520306,0.9999999919941632
CUST00093,0.029416267632888394,0.16113147553499815
CUST00094,0.9999786182601497,
CUST00095,0.9999786235875098,4.2199917470548915e-05
CUST00096,0.9994542228919887,0.9836845304596964
CUST00097,0.9998138764331397,0.007026715248208335
CUST00098,0.9988305856505648,
CUST00099,0.999947757583127,7.277059783827582e-08
CUST00100,,0.9876684877151616
CUST00101,0.9999572232223476,
CUST00102,0.9999953254368974,0.9999999928818843
CUST00103,0.9999841239560241,
CUST00104,0.9997076309956905,0.011775845664751839
CUST00105,0.939303665928888,2.2679637165149737e-11
CUST00106,0.9989914342375746,0.23501804790154346
CUST00107,0.9999872583721138,0.9999999144057818
CUST00108,0.9998826964724078,0.007372668127855279
CUST00109,0.9998174385402665,0.9998210113858089
CUST00110,0.9995982158907536,
CUST00111,0.9928391470559904,
CUST00112,0.9997987714603038,4.3392981986090466e-08
CUST00113,0.9999968525727574,0.9999565156544887
CUST00114,0.9999931888859923,0.9999999968644058
CUST00115,0.9999978910609416,0.9999999975092835
CUST00116,0.9997452441822685,2.92288331509755e-12
CUST00117,,0.9990773308294513
CUST00118,0.9999157492867053,0.0001882888882097548
CUST00119,0.9999510818290874,0.9999999498705231
CUST00120,0.9999954519441442,0.9999867201527652
CUST00121,0.9999925381961584,0.9997099323577585
CUST00122,0.9999880222367235,0.9999050709801448
CUST00123,0.9997123160886655,0.019541268977654378
CUST00124,0.9673021299829611,8.624705436168651e-08
CUST00125,0.9992864516109763,1.8942306383362543e-07
CUST00126,,0.00527135527477907
CUST00127,0.9999894995756649,0.9927122477300012
CUST00128,0.999957219840789,0.9999965710090105
CUST00129,0.999960070562373,0.9999999940524948
CUST00130,0.999913001104467,1.8731442510596515e-06
CUST00131,0.97362818344361,1.0388862090181916e-09
CUST00132,0.9908365895565947,2.523150512686731e-10
CUST00133,0.9998072319897254,2.5730451638869286e-07
CUST00134,0.9999313761904219,2.0625901180805036e-06
CUST00135,0.9997084324856547,0.9811465226749102
CUST00136,0.9999897277650388,
CUST00137,0.9999976177304608,0.9999999878755578
CUST00138,0.9999995538954637,0.9999998906954215
CUST00139,0.9998329200261723,0.9995293297810076
CUST00140,0.9999515255442766,0.014883350738039303
CUST00141,0.9999907540053223,0.9999998556481908
CUST00142,0.9999628758927245,0.7361504054920547
CUST00143,0.9999583882373317,0.9999999103070354
CUST00144,0.9999474726715757,0.005708756118176829
CUST00145,0.9996233375519089,0.998739994832981
CUST00146,0.9999947410757964,0.986282736806978
CUST00147,0.9999613363782099,0.9998926324317335
CUST00148,0.9999622353448713,0.9969916152724486
CUST00149,0.9998800600960366,2.7442011935459674e-07
CUST00150,0.9999620065787286,0.9999999915416763
CUST00151,0.9996943280505841,0.9999999974775764
CUST00152,0.9999573681819529,0.9999999875183104
CUST00153,0.9895716368730497,2.2814065786467838e-09
CUST00154,0.9997345568830756,0.9999999814771828
CUST00155,,0.001218167763537613
CUST00156,0.9918703319216015,4.559065949348879e-05
CUST00157,0.9990099876534899,5.7136982978533295e-08
CUST00159,0.9830061582988117,
CUST00160,0.99997025266159,0.9999293608266264
CUST00161,0.9990245204647195,2.0951376187758426e-09
CUST00162,0.9999757147691705,0.9968679809885085
CUST00163,0.992650504981407,
CUST00164,0.9998281245759582,0.004045717202975763
CUST00165,0.999993411860633,0.9984683689318937
CUST00166,0.0192503245134726,2.4796555091304934e-07
CUST00167,0.9999915863763508,0.9999979365595798
CUST00168,,0.01471128210798883
CUST00169,0.9999958877172981,0.9997088511302417
CUST00170,0.9999829210406016,0.9913808160175143
CUST00171,0.999891310579707,0.9999587583287282
CUST00172,0.9999863441247472,0.9999999639272901
CUST00173,0.9999946221163698,0.9992304958856824
CUST00174,0.9998826804184144,
CUST00175,0.9999234032155505,0.012203644283094778
CUST00176,0.9998117291009362,8.483322267447544e-06
CUST00177,,0.9999846867389206
CUST00178,0.9999894318519136,
CUST00179,0.9999920455693417,0.999999987863592
CUST00180,0.9999930730525088,0.9999938097498883
CUST00181,0.99936273252224,0.9999920059860602
CUST00182,0.9999950215402614,0.9981131345770229
CUST00183,1.070993145015265e-07,4.054803998127321e-09
CUST00184,0.9987036220190463,
CUST00185,0.9998804983359421,0.9999999807803334
CUST00186,0.999970333591662,0.03625274721302294
CUST00187,0.999900850803189,
CUST00188,0.9999787889667233,
CUST00189,0.9991701402625849,0.00015680188691675987
CUST00190,0.9999721014856996,0.9999989370501717
CUST00191,0.9967687900154532,0.00020386286265730992
CUST00192,0.8888247991716839,1.2309601653552746e-11
CUST00193,0.20560883728920176,2.4820483548915352e-08
CUST00194,0.9999815747307511,0.999980002050899
CUST00195,0.9995052319059763,8.422901971407241e-08
CUST00197,0.9995117661153584,2.106119557217509e-05
CUST00198,0.9999990570918911,0.979940305522416
CUST00199,0.9993575212400055,0.000117363536627085
CUST00200,,0.9999974801935877
CUST00201,0.999990545329138,
CUST00202,0.9999372474185482,8.204610725785017e-07
CUST00203,,0.9999999618281151
CUST00204,0.9425533085701705,1.0916268233510144e-05
CUST00205,0.996229145602466,0.006719730730850648
CUST00206,0.9999985232957223,0.9999999990728516
CUST00207,0.9999082816427232,
CUST00208,0.9989030778557282,8.957686662300819e-08
CUST00209,0.9617354036909429,5.245446048991064e-10
CUST00210,,0.00012012286213105577
CUST00211,0.9999887506551912,0.9999999869707303
CUST00212,0.9998299666430837,0.02295315796948452
CUST00213,0.9889140488039501,9.652012752242514e-09
CUST00214,0.9997365665342889,0.9996516179094578
CUST00215,0.9993359084001942,5.74337110739868e-07
CUST00216,0.9999681903124021,0.0006558684252039696
CUST00217,0.997939905794254,
CUST00218,0.9994590193137387,0.051433820835683916
CUST00220,0.9999914992062845,0.01309872754056231
CUST00221,0.01889199831828419,7.6203166930377e-11
CUST00222,0.9993961378389443,0.0022582247237568184
CUST00223,0.9999896801632981,0.9984520581241565
CUST00224,0.9995353623950916,1.4978791795648237e-07
CUST00225,,0.00011120055761802916
CUST00226,0.999862555913399,0.9991037185188942
CUST00227,0.9997643616028008,0.06647599823829745
CUST00228,0.9997376964069682,0.02927799075061644
CUST00229,0.9999967353402056,0.9999999995648354
CUST00230,0.9999773236816265,0.9909303418459317
CUST00231,0.9999192530945263,0.09662687956140492
CUST00232,0.9998699969836402,0.9983938260833702
CUST00233,1.6493731406547045e-14,4.6375289707794886e-14
CUST00234,0.9998427588816788,
CUST00235,0.7847284807377667,
CUST00236,0.9999946309296252,0.9982140048605203
CUST00237,0.9999786847086775,0.9999985677384912
CUST00238,0.999993568574825,0.9999997945605468
CUST00239,0.9999940060030358,
CUST00240,0.03813008068303325,1.1568283160577372e-08
CUST00241,0.9996136147999092,0.9981219361052726
CUST00242,0.998750963922437,0.0004268179544863888
CUST00243,0.9988042181806693,0.0005238304113290711
CUST00244,0.9997612046603106,0.3474722265098538
CUST00245,0.9999916848211597,0.9999986485610878
CUST00246,0.999998365778611,0.9999999976480538
CUST00247,0.9974582790684399,6.253609989169144e-10
CUST00248,0.9999963422132726,0.9999694598481742
CUST00249,0.9996355698332045,0.9999957057411767
CUST00250,0.9999947532009561,
CUST00251,0.9999237928482922,0.000805440956298347
CUST00252,0.9999490781451993,0.30715490416436253
CUST00253,0.9993586634555998,5.313748158411136e-06
CUST00254,,0.23929576475177983
CUST00255,0.9917419098988514,5.271877080881986e-07
CUST00256,0.9999819204644104,
CUST00257,0.9998000788047635,0.9999999872211419
CUST00258,0.9998982217229533,0.9998340565402659
CUST00259,1.857518682945287e-05,1.4943970052033191e-06
CUST00260,0.9999850998140143,0.9998779645595047
CUST00261,0.9999223152130775,
CUST00262,0.9997894054857395,2.6491117712050804e-06
CUST00263,0.0040924961773660794,2.4962618220468767e-14
CUST00264,0.9998378066796311,1.540179321009398e-05
CUST00265,0.9999995274110987,
CUST00266,0.9999637549484275,0.9998897245533943
CUST00267,0.9991812017557142,0.00887106632885021
CUST00268,,0.9999551610038083
CUST00269,0.672382039016384,5.952417571506277e-10
CUST00271,0.9999803190712224,0.9991894915054937
CUST00272,0.999533680690193,7.552230846289941e-08
CUST00273,,0.004228324445030688
CUST00274,0.9999708135755357,0.26826637298644446
CUST00275,0.9999934545191166,7.219152715105688e-05
CUST00276,0.9995781933707156,0.08508440037559266
CUST00277,0.9999770022988241,0.9994775684933073
CUST00278,0.9697128939177304,3.114268885626395e-11
CUST00279,0.9999917257499847,0.07071932467761076
CUST00280,,0.00905813818634549
CUST00281,,0.9932644254351531
CUST00282,0.9980577853389608,9.690893686102108e-08
CUST00283,0.9980888227019798,3.6324817270338236e-06
CUST00284,0.9987283497414357,1.8779060016733096e-09
CUST00285,0.9999620558385882,0.999999902218988
CUST00286,0.9999804940452484,0.9998010033516654
CUST00287,0.999977291820377,
CUST00288,0.9996883727872534,7.84986049676665e-08
CUST00289,0.9999948946386551,0.9997356998086969
CUST00290,0.9988225493614526,9.732291097405681e-09
CUST00291,0.9999854375849284,
CUST00292,0.9999796391194118,
CUST00293,0.9999685167209519,0.999370366453506
CUST00294,3.855449772922785e-05,4.7435818338720796e-11
CUST00295,0.9984995714618127,1.4103650373162837e-10
CUST00296,0.9999967836214122,
CUST00297,0.9867939321680768,1.3890181269732862e-05
CUST00298,0.040666780058281796,0.001333512318449811
CUST00299,0.9999074072542111,0.9988979949495957
CUST00300,0.9999835468460657,0.9999960723326929
CUST00301,0.9998653276314265,4.7961973934013396e-06
CUST00302,0.9999764941648578,0.9946625941267424
CUST00303,0.999872665621811,
CUST00304,0.999675142671971,1.0736699291426824e-05
CUST00305,0.9756032624270397,
CUST00307,0.9998695703864571,0.9999997933612718
CUST00308,0.9998136780419623,
CUST00309,0.999992273983916,
CUST00310,,7.939981378372087e-08
CUST00311,0.9999758602542677,0.9999440814431745
CUST00312,0.9999897699540874,0.9987520328492482
CUST00313,0.9999803059161894,
CUST00314,0.9999802807438616,0.9999531631877153
CUST00315,0.9999523548677228,0.9999998918725169
CUST00316,0.9975409470284471,1.6761503477791684e-11
CUST00317,0.999984608641403,0.9999999973474922
CUST00318,0.9999943637767817,0.08723845033148543
CUST00319,0.9998436195433534,0.00044906385868776193
CUST00320,0.9896172950125129,1.7448773936662983e-08
CUST00321,0.9999764632273028,0.9997611309888327
CUST00322,0.004951348131661123,
CUST00323,0.9999020872323005,0.9960459328082526
CUST00324,0.9993909282673081,0.00010213146987430554
CUST00325,0.9999597380391422,
CUST00326,0.006527870257520514,0.04436148019273318
CUST00327,0.9998951163924543,0.9986741396456021
CUST00328,0.9979784616414785,5.000339116814472e-07
CUST00329,0.9999254795408031,0.9973985636162109
CUST00330,0.999911938769611,
CUST00331,0.9998539488083454,
CUST00332,0.9985074646771053,1.1163619212568573e-06
CUST00333,0.9990968104393675,4.3774575774568935e-07
CUST00334,0.9999423629982528,4.254840106806262e-06
CUST00335,0.9994260405277394,0.008634887420300214
CUST00336,,0.9970646963183976
CUST00337,0.999356157428128,0.757632553967794
CUST00338,0.9999948355530316,
