CustomerID,propensity
CUST00000,0.9991378442843305
CUST00001,0.999993261875948
CUST00002,0.9983237290073983
CUST00003,0.9999916198767019
CUST00004,0.9998647252610162
CUST00005,0.9880299468077137
CUST00006,0.9994792772444563
CUST00008,0.9999388877507069
CUST00009,0.9999900438584614
CUST00011,0.9999971477128503
CUST00013,0.9999691396769433
CUST00014,0.9979766897546738
CUST00015,0.999931531852707
CUST00016,0.9999919272339937
CUST00017,0.9956770428843409
CUST00018,0.9999880835405808
CUST00019,0.9999355473318856
CUST00020,0.9988393336129647
CUST00022,0.9940177493739955
CUST00023,0.9999762799814451
CUST00024,0.9999977158821165
CUST00025,0.9999937719903642
CUST00028,0.9999140853760728
CUST00029,0.9995007939004508
CUST00030,0.9999832731541444
CUST00031,0.9999280304513339
CUST00032,0.9996857362291924
CUST00033,0.9997737148020756
CUST00034,0.9999261907011607
CUST00035,0.9999716658335236
CUST00036,0.9998578410332613
CUST00037,0.010328159685357495
CUST00038,0.9998883214785974
CUST00040,0.993699614883598
CUST00041,0.9999958879556391
CUST00042,0.9988587499078415
CUST00043,0.9999813698287191
CUST00044,0.9999955417631915
CUST00045,0.9998829452975805
CUST00046,0.9999654803982775
CUST00047,0.004738863557228947
CUST00048,0.979647133481677
CUST00049,0.9996651636321914
CUST00050,0.9998129456492924
CUST00052,0.9999768863518237
CUST00053,0.9999728873768826
CUST00054,0.9998128555627036
CUST00055,0.9999952849582108
CUST00056,0.9999938791845794
CUST00057,0.999086277701317
CUST00059,0.999954845528502
CUST00060,0.9999851106210795
CUST00061,0.9999972929404315
CUST00062,0.9788641115048564
CUST00063,0.9999300504958687
CUST00064,0.9999156288520351
CUST00065,0.9999933392648018
CUST00066,0.9978028808705721
CUST00067,0.9999544130496448
CUST00068,0.9999600664467008
CUST00069,0.7233899691712737
CUST00070,0.9998938317929306
CUST00071,0.9999660546599446
CUST00072,0.9999759963264974
CUST00073,0.03984075460446175
CUST00076,0.732970457094157
CUST00077,0.9975647736248268
CUST00078,0.9999639156478958
CUST00079,0.9999725316344542
CUST00080,0.9155082010516256
CUST00081,0.9872322623786174
CUST00082,0.999941967997586
CUST00083,0.9999639020337813
CUST00084,0.9996784692083178
CUST00085,0.9999825062808035
CUST00086,0.9985457156120959
CUST00087,0.9999907569112372
CUST00088,0.9999891004716375
CUST00089,0.9999683567872815
