CustomerID,propensity
CUST00000,0.001210815687209068
CUST00002,0.9999988904140167
CUST00003,1.1744281434053987e-06
CUST00004,3.390492840474348e-05
CUST00005,1.6493608636676622e-08
CUST00008,0.03883187045215536
CUST00009,0.9999999730152783
CUST00010,0.00011896654427903157
CUST00012,5.364120718170772e-10
CUST00014,0.00781210096191383
CUST00015,0.9999999907330938
CUST00016,0.9996379202194823
CUST00017,1.8980200930640406e-10
CUST00018,0.9998963642348522
CUST00019,0.99999984963475
CUST00020,0.005109994647335549
CUST00021,9.923823629548638e-05
CUST00022,0.0016828552764864598
CUST00024,0.9999999969970392
CUST00025,0.9997030859764584
CUST00026,4.295039984131931e-12
CUST00027,0.9999999544452066
CUST00028,0.9999987940805563
CUST00029,0.955866531513939
CUST00030,5.928326777799834e-05
CUST00031,0.9990736943065566
CUST00032,0.0002302412717559246
CUST00033,9.357698534801974e-08
CUST00036,0.8369734182818582
CUST00037,1.3791014269042302e-07
CUST00038,0.023053002909697643
CUST00039,6.207535711702773e-09
CUST00040,7.703126492125232e-08
CUST00043,0.9999999963945998
CUST00044,0.9811385605395642
CUST00045,0.9814520529456072
CUST00046,0.9999999679642176
CUST00047,1.8038496364978077e-10
CUST00048,1.1378852915767645e-06
CUST00049,0.999020748892588
CUST00050,0.0028823055292379607
CUST00051,1.5660304442470164e-06
CUST00053,0.1123158918655333
CUST00054,1.5847895114880236e-07
CUST00055,0.9999999986087373
CUST00056,0.9999999992982116
CUST00057,0.9999995129745853
CUST00058,1.0532340236452083e-05
CUST00059,0.9944744119536036
CUST00060,0.9999999881218912
CUST00061,0.9970949243993912
CUST00062,4.4736910740203005e-10
CUST00064,0.0041691792564560945
CUST00067,0.0006395197926075809
CUST00068,0.16290009557387405
CUST00069,1.573847511733585e-14
CUST00070,0.0015441181179127964
CUST00071,0.0009830185164986943
CUST00072,0.9999999935532373
CUST00073,2.3805948043057254e-08
CUST00074,0.999767009095886
CUST00075,0.9990360154563618
CUST00076,7.614391599343806e-08
CUST00078,2.7944858109163116e-08
CUST00079,0.046039067598236665
CUST00080,2.4241639388223457e-11
CUST00081,1.1421751065249903e-05
CUST00082,0.029783183107349596
CUST00083,0.0025764755199799805
CUST00084,0.004993520725892193
CUST00086,3.9250499333338655e-09
CUST00087,0.9999583349370181
CUST00089,0.9988910136326221
CUST00090,0.9961088543938307
CUST00091,0.008150821047963766
CUST00092,0.9999999919941632
CUST00093,0.16113147553499815
CUST00095,4.2199917470548915e-05
CUST00096,0.9836845304596964
CUST00097,0.007026715248208335
CUST00099,7.277059783827582e-08
CUST00100,0.9876684877151616
CUST00102,0.9999999928818843
CUST00104,0.011775845664751839
CUST00105,2.2679637165149737e-11
CUST00106,0.23501804790154346
CUST00107,0.9999999144057818
CUST00108,0.007372668127855279
CUST00109,0.9998210113858089
CUST00112,4.3392981986090466e-08
CUST00113,0.9999565156544887
CUST00114,0.9999999968644058
CUST00115,0.9999999975092835
CUST00116,2.92288331509755e-12
CUST00117,0.9990773308294513
CUST00118,0.0001882888882097548
CUST00119,0.9999999498705231
CUST00120,0.9999867201527652
CUST00121,0.9997099323577585
CUST00122,0.9999050709801448
CUST00123,0.019541268977654378
CUST00124,8.624705436168651e-08
CUST00125,1.8942306383362543e-07
CUST00126,0.00527135527477907
CUST00127,0.9927122477300012
CUST00128,0.9999965710090105
CUST00129,0.9999999940524948
CUST00130,1.8731442510596515e-06
CUST00131,1.0388862090181916e-09
CUST00132,2.523150512686731e-10
CUST00133,2.5730451638869286e-07
CUST00134,2.0625901180805036e-06
CUST00135,0.9811465226749102
CUST00137,0.9999999878755578
CUST00138,0.9999998906954215
CUST00139,0.9995293297810076
CUST00140,0.014883350738039303
CUST00141,0.9999998556481908
CUST00142,0.7361504054920547
CUST00143,0.9999999103070354
CUST00144,0.005708756118176829
CUST00145,0.998739994832981
CUST00146,0.986282736806978
CUST00147,0.9998926324317335
CUST00148,0.9969916152724486
CUST00149,2.7442011935459674e-07
CUST00150,0.9999999915416763
CUST00151,0.9999999974775764
CUST00152,0.9999999875183104
CUST00153,2.2814065786467838e-09
CUST00154,0.9999999814771828
CUST00155,0.001218167763537613
CUST00156,4.559065949348879e-05
CUST00157,5.7136982978533295e-08
CUST00160,0.9999293608266264
CUST00161,2.0951376187758426e-09
CUST00162,0.9968679809885085
CUST00164,0.004045717202975763
CUST00165,0.9984683689318937
CUST00166,2.4796555091304934e-07
CUST00167,0.9999979365595798
CUST00168,0.01471128210798883
CUST00169,0.9997088511302417
CUST00170,0.9913808160175143
CUST00171,0.9999587583287282
CUST00172,0.9999999639272901
CUST00173,0.9992304958856824
CUST00175,0.012203644283094778
CUST00176,8.483322267447544e-06
CUST00177,0.9999846867389206
CUST00179,0.999999987863592
CUST00180,0.9999938097498883
CUST00181,0.9999920059860602
CUST00182,0.9981131345770229
CUST00183,4.054803998127321e-09
CUST00185,0.9999999807803334
CUST00186,0.03625274721302294
CUST00189,0.00015680188691675987
CUST00190,0.9999989370501717
CUST00191,0.00020386286265730992
CUST00192,1.2309601653552746e-11
CUST00193,2.4820483548915352e-08
CUST00194,0.999980002050899
CUST00195,8.422901971407241e-08
CUST00197,2.106119557217509e-05
CUST00198,0.979940305522416
CUST00199,0.000117363536627085
CUST00200,0.9999974801935877
CUST00202,8.204610725785017e-07
CUST00203,0.9999999618281151
CUST00204,1.0916268233510144e-05
CUST00205,0.006719730730850648
CUST00206,0.9999999990728516
CUST00208,8.957686662300819e-08
CUST00209,5.245446048991064e-10
CUST00210,0.00012012286213105577
CUST00211,0.9999999869707303
CUST00212,0.02295315796948452
CUST00213,9.652012752242514e-09
CUST00214,0.9996516179094578
CUST00215,5.74337110739868e-07
CUST00216,0.0006558684252039696
CUST00218,0.051433820835683916
CUST00220,0.01309872754056231
CUST00221,7.6203166930377e-11
CUST00222,0.0022582247237568184
CUST00223,0.9984520581241565
CUST00224,1.4978791795648237e-07
CUST00225,0.00011120055761802916
CUST00226,0.9991037185188942
CUST00227,0.06647599823829745
CUST00228,0.02927799075061644
CUST00229,0.9999999995648354
CUST00230,0.9909303418459317
CUST00231,0.09662687956140492
CUST00232,0.9983938260833702
CUST00233,4.6375289707794886e-14
CUST00236,0.9982140048605203
CUST00237,0.9999985677384912
