CustomerID,product,cluster
CUST00067,Endowment,1
CUST00138,Endowment,1
CUST00216,Endowment,1
CUST00263,Endowment,0
CUST00301,Endowment,0
CUST00308,Endowment,1
CUST00352,Endowment,0
CUST00356,Endowment,1
CUST00424,Endowment,1
CUST00438,Endowment,1
CUST00527,Endowment,1
CUST00568,Endowment,1
CUST00609,Endowment,0
CUST00768,Endowment,0
CUST00787,Endowment,1
CUST00859,Endowment,1
CUST00991,Endowment,1
CUST01031,Endowment,1
CUST01134,Endowment,0
CUST01190,Endowment,1
CUST01227,Endowment,1
CUST01270,Endowment,0
CUST01456,Endowment,1
CUST01467,Endowment,1
CUST01504,Endowment,0
CUST01526,Endowment,0
CUST01538,Endowment,1
CUST01544,Endowment,1
CUST01560,Endowment,1
CUST01614,Endowment,1
CUST01758,Endowment,0
CUST01771,Endowment,1
CUST01789,Endowment,1
CUST01794,Endowment,1
CUST01830,Endowment,1
CUST01849,Endowment,1
CUST01866,Endowment,0
CUST01890,Endowment,1
CUST01943,Endowment,0
CUST01977,Endowment,1
CUST01994,Endowment,1
CUST02036,Endowment,0
CUST02048,Endowment,1
CUST02100,Endowment,1
CUST02112,Endowment,1
CUST02157,Endowment,1
CUST02187,Endowment,1
CUST02217,Endowment,1
CUST02305,Endowment,0
CUST02361,Endowment,1
CUST02543,Endowment,1
CUST02630,Endowment,1
CUST02669,Endowment,1
CUST02719,Endowment,0
CUST02727,Endowment,0
CUST02738,Endowment,1
CUST02828,Endowment,1
CUST02903,Endowment,1
CUST02913,Endowment,0
CUST02928,Endowment,1
CUST02953,Endowment,0
CUST03079,Endowment,0
CUST03271,Endowment,0
CUST03273,Endowment,0
CUST03440,Endowment,0
CUST03456,Endowment,1
CUST03471,Endowment,1
CUST03480,Endowment,1
CUST03516,Endowment,1
CUST03586,Endowment,1
CUST03662,Endowment,0
CUST03684,Endowment,1
CUST03843,Endowment,1
CUST03892,Endowment,0
CUST03951,Endowment,0
CUST03962,Endowment,0
CUST04059,Endowment,0
CUST04211,Endowment,0
CUST04273,Endowment,0
CUST04290,Endowment,1
CUST04354,Endowment,1
CUST04368,Endowment,1
CUST04399,Endowment,1
CUST04449,Endowment,0
CUST04458,Endowment,0
CUST04560,Endowment,1
CUST04650,Endowment,1
CUST04777,Endowment,1
CUST04801,Endowment,1
CUST04802,Endowment,1
CUST04813,Endowment,1
CUST04833,Endowment,1
