CustomerID,product,cluster
CUST00007,Whole Life,0
CUST00010,Whole Life,0
CUST00012,Whole Life,0
CUST00021,Whole Life,0
CUST00026,Whole Life,0
CUST00027,Whole Life,0
CUST00039,Whole Life,0
CUST00051,Whole Life,0
CUST00058,Whole Life,0
CUST00074,Whole Life,0
CUST00075,Whole Life,0
CUST00090,Whole Life,0
CUST00100,Whole Life,0
CUST00117,Whole Life,0
CUST00126,Whole Life,0
CUST00155,Whole Life,0
CUST00158,Whole Life,0
CUST00168,Whole Life,0
CUST00177,Whole Life,0
CUST00196,Whole Life,0
CUST00200,Whole Life,0
CUST00203,Whole Life,0
CUST00210,Whole Life,0
CUST00219,Whole Life,0
CUST00225,Whole Life,0
CUST00254,Whole Life,0
CUST00268,Whole Life,0
CUST00270,Whole Life,0
CUST00273,Whole Life,0
CUST00280,Whole Life,0
CUST00281,Whole Life,0
CUST00306,Whole Life,0
CUST00310,Whole Life,0
CUST00336,Whole Life,0
CUST00341,Whole Life,0
CUST00354,Whole Life,0
CUST00362,Whole Life,0
CUST00369,Whole Life,0
CUST00397,Whole Life,0
CUST00406,Whole Life,0
CUST00418,Whole Life,0
CUST00430,Whole Life,0
CUST00438,Whole Life,0
CUST00452,Whole Life,0
CUST00461,Whole Life,0
CUST00495,Whole Life,1
CUST00508,Whole Life,0
CUST00527,Whole Life,0
CUST00532,Whole Life,0
CUST00554,Whole Life,0
CUST00555,Whole Life,0
CUST00558,Whole Life,0
CUST00568,Whole Life,0
CUST00590,Whole Life,0
CUST00593,Whole Life,0
CUST00622,Whole Life,0
CUST00626,Whole Life,1
CUST00657,Whole Life,0
CUST00662,Whole Life,0
CUST00679,Whole Life,0
CUST00697,Whole Life,0
CUST00707,Whole Life,0
CUST00723,Whole Life,0
CUST00748,Whole Life,0
CUST00761,Whole Life,0
CUST00764,Whole Life,0
CUST00766,Whole Life,0
CUST00775,Whole Life,0
CUST00801,Whole Life,1
CUST00811,Whole Life,0
CUST00817,Whole Life,1
CUST00823,Whole Life,0
CUST00829,Whole Life,0
CUST00861,Whole Life,0
CUST00881,Whole Life,0
CUST00891,Whole Life,0
CUST00910,Whole Life,0
CUST00932,Whole Life,0
CUST00935,Whole Life,0
CUST00938,Whole Life,0
CUST00941,Whole Life,0
CUST00951,Whole Life,0
CUST00952,Whole Life,0
CUST00983,Whole Life,0
CUST01052,Whole Life,0
CUST01075,Whole Life,0
CUST01081,Whole Life,0
CUST01102,Whole Life,0
CUST01126,Whole Life,0
CUST01136,Whole Life,0
CUST01150,Whole Life,0
CUST01151,Whole Life,0
CUST01159,Whole Life,0
CUST01166,Whole Life,0
CUST01190,Whole Life,0
CUST01201,Whole Life,0
CUST01234,Whole Life,0
CUST01250,Whole Life,0
CUST01260,Whole Life,0
CUST01271,Whole Life,0
CUST01278,Whole Life,0
CUST01280,Whole Life,0
CUST01285,Whole Life,0
CUST01289,Whole Life,0
CUST01296,Whole Life,0
CUST01324,Whole Life,0
CUST01327,Whole Life,0
CUST01345,Whole Life,0
CUST01363,Whole Life,0
CUST01366,Whole Life,0
CUST01406,Whole Life,0
CUST01413,Whole Life,0
CUST01415,Whole Life,0
CUST01419,Whole Life,0
CUST01427,Whole Life,0
CUST01435,Whole Life,0
CUST01480,Whole Life,0
CUST01482,Whole Life,0
CUST01484,Whole Life,0
CUST01543,Whole Life,0
CUST01553,Whole Life,0
CUST01562,Whole Life,0
CUST01567,Whole Life,0
CUST01569,Whole Life,0
CUST01578,Whole Life,0
CUST01584,Whole Life,0
CUST01612,Whole Life,1
CUST01623,Whole Life,0
CUST01650,Whole Life,0
CUST01663,Whole Life,0
CUST01669,Whole Life,0
CUST01707,Whole Life,0
CUST01723,Whole Life,0
CUST01734,Whole Life,1
CUST01737,Whole Life,1
CUST01744,Whole Life,0
CUST01745,Whole Life,0
CUST01750,Whole Life,0
CUST01753,Whole Life,0
CUST01759,Whole Life,0
CUST01775,Whole Life,0
CUST01779,Whole Life,0
CUST01824,Whole Life,0
CUST01839,Whole Life,0
